t_start,t_end,delta,smid,warpid
133612964781588,133612964781690,102,0,24
133612964781588,133612964781690,102,0,24
133612964781588,133612964781690,102,0,24
133612964781588,133612964781690,102,0,24
133612964781588,133612964781690,102,0,24
133612964781588,133612964781690,102,0,24
133612964781588,133612964781690,102,0,24
133612964781588,133612964781690,102,0,24
133612964781588,133612964781690,102,0,24
133612964781588,133612964781690,102,0,24
133612964781588,133612964781690,102,0,24
133612964781588,133612964781690,102,0,24
133612964781588,133612964781690,102,0,24
133612964781588,133612964781690,102,0,24
133612964781588,133612964781690,102,0,24
133612964781588,133612964781690,102,0,24
133612964781588,133612964781690,102,0,24
133612964781588,133612964781690,102,0,24
133612964781588,133612964781690,102,0,24
133612964781588,133612964781690,102,0,24
133612964781588,133612964781690,102,0,24
133612964781588,133612964781690,102,0,24
133612964781588,133612964781690,102,0,24
133612964781588,133612964781690,102,0,24
133612964781588,133612964781690,102,0,24
133612964781588,133612964781690,102,0,24
133612964781588,133612964781690,102,0,24
133612964781588,133612964781690,102,0,24
133612964781588,133612964781690,102,0,24
133612964781588,133612964781690,102,0,24
133612964781588,133612964781690,102,0,24
133612964781590,133612964781692,102,0,25
133612964781590,133612964781692,102,0,25
133612964781590,133612964781692,102,0,25
133612964781590,133612964781692,102,0,25
133612964781590,133612964781692,102,0,25
133612964781590,133612964781692,102,0,25
133612964781590,133612964781692,102,0,25
133612964781590,133612964781692,102,0,25
133612964781590,133612964781692,102,0,25
133612964781590,133612964781692,102,0,25
133612964781590,133612964781692,102,0,25
133612964781590,133612964781692,102,0,25
133612964781590,133612964781692,102,0,25
133612964781590,133612964781692,102,0,25
133612964781590,133612964781692,102,0,25
133612964781590,133612964781692,102,0,25
133612964781590,133612964781692,102,0,25
133612964781590,133612964781692,102,0,25
133612964781590,133612964781692,102,0,25
133612964781590,133612964781692,102,0,25
133612964781590,133612964781692,102,0,25
133612964781590,133612964781692,102,0,25
133612964781590,133612964781692,102,0,25
133612964781590,133612964781692,102,0,25
133612964781590,133612964781692,102,0,25
133612964781590,133612964781692,102,0,25
133612964781590,133612964781692,102,0,25
133612964781590,133612964781692,102,0,25
133612964781590,133612964781692,102,0,25
133612964781590,133612964781692,102,0,25
133612964781590,133612964781692,102,0,25
133612964781590,133612964781692,102,0,25
133612964781594,133612964781694,100,0,26
133612964781594,133612964781694,100,0,26
133612964781594,133612964781694,100,0,26
133612964781594,133612964781694,100,0,26
133612964781594,133612964781694,100,0,26
133612964781594,133612964781694,100,0,26
133612964781594,133612964781694,100,0,26
133612964781594,133612964781694,100,0,26
133612964781594,133612964781694,100,0,26
133612964781594,133612964781694,100,0,26
133612964781594,133612964781694,100,0,26
133612964781594,133612964781694,100,0,26
133612964781594,133612964781694,100,0,26
133612964781594,133612964781694,100,0,26
133612964781594,133612964781694,100,0,26
133612964781594,133612964781694,100,0,26
133612964781594,133612964781694,100,0,26
133612964781594,133612964781694,100,0,26
133612964781594,133612964781694,100,0,26
133612964781594,133612964781694,100,0,26
133612964781594,133612964781694,100,0,26
133612964781594,133612964781694,100,0,26
133612964781594,133612964781694,100,0,26
133612964781594,133612964781694,100,0,26
133612964781594,133612964781694,100,0,26
133612964781594,133612964781694,100,0,26
133612964781594,133612964781694,100,0,26
133612964781594,133612964781694,100,0,26
133612964781594,133612964781694,100,0,26
133612964781594,133612964781694,100,0,26
133612964781594,133612964781694,100,0,26
133612964781594,133612964781694,100,0,26
133612964781594,133612964781695,101,0,27
133612964781594,133612964781695,101,0,27
133612964781594,133612964781695,101,0,27
133612964781594,133612964781695,101,0,27
133612964781594,133612964781695,101,0,27
133612964781594,133612964781695,101,0,27
133612964781594,133612964781695,101,0,27
133612964781594,133612964781695,101,0,27
133612964781594,133612964781695,101,0,27
133612964781594,133612964781695,101,0,27
133612964781594,133612964781695,101,0,27
133612964781594,133612964781695,101,0,27
133612964781594,133612964781695,101,0,27
133612964781594,133612964781695,101,0,27
133612964781594,133612964781695,101,0,27
133612964781594,133612964781695,101,0,27
133612964781594,133612964781695,101,0,27
133612964781594,133612964781695,101,0,27
133612964781594,133612964781695,101,0,27
133612964781594,133612964781695,101,0,27
133612964781594,133612964781695,101,0,27
133612964781594,133612964781695,101,0,27
133612964781594,133612964781695,101,0,27
133612964781594,133612964781695,101,0,27
133612964781594,133612964781695,101,0,27
133612964781594,133612964781695,101,0,27
133612964781594,133612964781695,101,0,27
133612964781594,133612964781695,101,0,27
133612964781594,133612964781695,101,0,27
133612964781594,133612964781695,101,0,27
133612964781594,133612964781695,101,0,27
133612964781594,133612964781695,101,0,27
133612964781580,133612964781677,97,0,28
133612964781580,133612964781677,97,0,28
133612964781580,133612964781677,97,0,28
133612964781580,133612964781677,97,0,28
133612964781580,133612964781677,97,0,28
133612964781580,133612964781677,97,0,28
133612964781580,133612964781677,97,0,28
133612964781580,133612964781677,97,0,28
133612964781580,133612964781677,97,0,28
133612964781580,133612964781677,97,0,28
133612964781580,133612964781677,97,0,28
133612964781580,133612964781677,97,0,28
133612964781580,133612964781677,97,0,28
133612964781580,133612964781677,97,0,28
133612964781580,133612964781677,97,0,28
133612964781580,133612964781677,97,0,28
133612964781580,133612964781677,97,0,28
133612964781580,133612964781677,97,0,28
133612964781580,133612964781677,97,0,28
133612964781580,133612964781677,97,0,28
133612964781580,133612964781677,97,0,28
133612964781580,133612964781677,97,0,28
133612964781580,133612964781677,97,0,28
133612964781580,133612964781677,97,0,28
133612964781580,133612964781677,97,0,28
133612964781580,133612964781677,97,0,28
133612964781580,133612964781677,97,0,28
133612964781580,133612964781677,97,0,28
133612964781580,133612964781677,97,0,28
133612964781580,133612964781677,97,0,28
133612964781580,133612964781677,97,0,28
133612964781580,133612964781677,97,0,28
133612964781582,133612964781679,97,0,29
133612964781582,133612964781679,97,0,29
133612964781582,133612964781679,97,0,29
133612964781582,133612964781679,97,0,29
133612964781582,133612964781679,97,0,29
133612964781582,133612964781679,97,0,29
133612964781582,133612964781679,97,0,29
133612964781582,133612964781679,97,0,29
133612964781582,133612964781679,97,0,29
133612964781582,133612964781679,97,0,29
133612964781582,133612964781679,97,0,29
133612964781582,133612964781679,97,0,29
133612964781582,133612964781679,97,0,29
133612964781582,133612964781679,97,0,29
133612964781582,133612964781679,97,0,29
133612964781582,133612964781679,97,0,29
133612964781582,133612964781679,97,0,29
133612964781582,133612964781679,97,0,29
133612964781582,133612964781679,97,0,29
133612964781582,133612964781679,97,0,29
133612964781582,133612964781679,97,0,29
133612964781582,133612964781679,97,0,29
133612964781582,133612964781679,97,0,29
133612964781582,133612964781679,97,0,29
133612964781582,133612964781679,97,0,29
133612964781582,133612964781679,97,0,29
133612964781582,133612964781679,97,0,29
133612964781582,133612964781679,97,0,29
133612964781582,133612964781679,97,0,29
133612964781582,133612964781679,97,0,29
133612964781582,133612964781679,97,0,29
133612964781582,133612964781679,97,0,29
133612964781584,133612964781681,97,0,30
133612964781584,133612964781681,97,0,30
133612964781584,133612964781681,97,0,30
133612964781584,133612964781681,97,0,30
133612964781584,133612964781681,97,0,30
133612964781584,133612964781681,97,0,30
133612964781584,133612964781681,97,0,30
133612964781584,133612964781681,97,0,30
133612964781584,133612964781681,97,0,30
133612964781584,133612964781681,97,0,30
133612964781584,133612964781681,97,0,30
133612964781584,133612964781681,97,0,30
133612964781584,133612964781681,97,0,30
133612964781584,133612964781681,97,0,30
133612964781584,133612964781681,97,0,30
133612964781584,133612964781681,97,0,30
133612964781584,133612964781681,97,0,30
133612964781584,133612964781681,97,0,30
133612964781584,133612964781681,97,0,30
133612964781584,133612964781681,97,0,30
133612964781584,133612964781681,97,0,30
133612964781584,133612964781681,97,0,30
133612964781584,133612964781681,97,0,30
133612964781584,133612964781681,97,0,30
133612964781584,133612964781681,97,0,30
133612964781584,133612964781681,97,0,30
133612964781584,133612964781681,97,0,30
133612964781584,133612964781681,97,0,30
133612964781584,133612964781681,97,0,30
133612964781584,133612964781681,97,0,30
133612964781584,133612964781681,97,0,30
133612964781584,133612964781681,97,0,30
133612964781586,133612964781683,97,0,31
133612964781586,133612964781683,97,0,31
133612964781586,133612964781683,97,0,31
133612964781586,133612964781683,97,0,31
133612964781586,133612964781683,97,0,31
133612964781586,133612964781683,97,0,31
133612964781586,133612964781683,97,0,31
133612964781586,133612964781683,97,0,31
133612964781586,133612964781683,97,0,31
133612964781586,133612964781683,97,0,31
133612964781586,133612964781683,97,0,31
133612964781586,133612964781683,97,0,31
133612964781586,133612964781683,97,0,31
133612964781586,133612964781683,97,0,31
133612964781586,133612964781683,97,0,31
133612964781586,133612964781683,97,0,31
133612964781586,133612964781683,97,0,31
133612964781586,133612964781683,97,0,31
133612964781586,133612964781683,97,0,31
133612964781586,133612964781683,97,0,31
133612964781586,133612964781683,97,0,31
133612964781586,133612964781683,97,0,31
133612964781586,133612964781683,97,0,31
133612964781586,133612964781683,97,0,31
133612964781586,133612964781683,97,0,31
133612964781586,133612964781683,97,0,31
133612964781586,133612964781683,97,0,31
133612964781586,133612964781683,97,0,31
133612964781586,133612964781683,97,0,31
133612964781586,133612964781683,97,0,31
133612964781586,133612964781683,97,0,31
133612964781586,133612964781683,97,0,31
