"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value"
"0","46946","ckks_hmult_logn16_L6","127.0.0.1","tensor_prod_2x2_rns_poly(const unsigned long *, const unsigned long *, const DModulus *, unsigned long *, unsigned int, unsigned int)","1","13","(128, 1, 1)","(2048, 1, 1)","0","8.9","Command line profiler metrics","smsp__warp_issue_stalled_barrier_per_warp_active.pct","%","0"
"0","46946","ckks_hmult_logn16_L6","127.0.0.1","tensor_prod_2x2_rns_poly(const unsigned long *, const unsigned long *, const DModulus *, unsigned long *, unsigned int, unsigned int)","1","13","(128, 1, 1)","(2048, 1, 1)","0","8.9","Command line profiler metrics","smsp__warp_issue_stalled_dispatch_stall_per_warp_active.pct","%","0.92"
"0","46946","ckks_hmult_logn16_L6","127.0.0.1","tensor_prod_2x2_rns_poly(const unsigned long *, const unsigned long *, const DModulus *, unsigned long *, unsigned int, unsigned int)","1","13","(128, 1, 1)","(2048, 1, 1)","0","8.9","Command line profiler metrics","smsp__warp_issue_stalled_drain_per_warp_active.pct","%","4.07"
"0","46946","ckks_hmult_logn16_L6","127.0.0.1","tensor_prod_2x2_rns_poly(const unsigned long *, const unsigned long *, const DModulus *, unsigned long *, unsigned int, unsigned int)","1","13","(128, 1, 1)","(2048, 1, 1)","0","8.9","Command line profiler metrics","smsp__warp_issue_stalled_imc_miss_per_warp_active.pct","%","1.30"
"0","46946","ckks_hmult_logn16_L6","127.0.0.1","tensor_prod_2x2_rns_poly(const unsigned long *, const unsigned long *, const DModulus *, unsigned long *, unsigned int, unsigned int)","1","13","(128, 1, 1)","(2048, 1, 1)","0","8.9","Command line profiler metrics","smsp__warp_issue_stalled_lg_throttle_per_warp_active.pct","%","8.77"
"0","46946","ckks_hmult_logn16_L6","127.0.0.1","tensor_prod_2x2_rns_poly(const unsigned long *, const unsigned long *, const DModulus *, unsigned long *, unsigned int, unsigned int)","1","13","(128, 1, 1)","(2048, 1, 1)","0","8.9","Command line profiler metrics","smsp__warp_issue_stalled_long_scoreboard_per_warp_active.pct","%","72.71"
"0","46946","ckks_hmult_logn16_L6","127.0.0.1","tensor_prod_2x2_rns_poly(const unsigned long *, const unsigned long *, const DModulus *, unsigned long *, unsigned int, unsigned int)","1","13","(128, 1, 1)","(2048, 1, 1)","0","8.9","Command line profiler metrics","smsp__warp_issue_stalled_math_pipe_throttle_per_warp_active.pct","%","0.83"
"0","46946","ckks_hmult_logn16_L6","127.0.0.1","tensor_prod_2x2_rns_poly(const unsigned long *, const unsigned long *, const DModulus *, unsigned long *, unsigned int, unsigned int)","1","13","(128, 1, 1)","(2048, 1, 1)","0","8.9","Command line profiler metrics","smsp__warp_issue_stalled_membar_per_warp_active.pct","%","0"
"0","46946","ckks_hmult_logn16_L6","127.0.0.1","tensor_prod_2x2_rns_poly(const unsigned long *, const unsigned long *, const DModulus *, unsigned long *, unsigned int, unsigned int)","1","13","(128, 1, 1)","(2048, 1, 1)","0","8.9","Command line profiler metrics","smsp__warp_issue_stalled_mio_throttle_per_warp_active.pct","%","3.26"
"0","46946","ckks_hmult_logn16_L6","127.0.0.1","tensor_prod_2x2_rns_poly(const unsigned long *, const unsigned long *, const DModulus *, unsigned long *, unsigned int, unsigned int)","1","13","(128, 1, 1)","(2048, 1, 1)","0","8.9","Command line profiler metrics","smsp__warp_issue_stalled_misc_per_warp_active.pct","%","0.00"
"0","46946","ckks_hmult_logn16_L6","127.0.0.1","tensor_prod_2x2_rns_poly(const unsigned long *, const unsigned long *, const DModulus *, unsigned long *, unsigned int, unsigned int)","1","13","(128, 1, 1)","(2048, 1, 1)","0","8.9","Command line profiler metrics","smsp__warp_issue_stalled_no_instruction_per_warp_active.pct","%","0.24"
"0","46946","ckks_hmult_logn16_L6","127.0.0.1","tensor_prod_2x2_rns_poly(const unsigned long *, const unsigned long *, const DModulus *, unsigned long *, unsigned int, unsigned int)","1","13","(128, 1, 1)","(2048, 1, 1)","0","8.9","Command line profiler metrics","smsp__warp_issue_stalled_not_selected_per_warp_active.pct","%","0.96"
"0","46946","ckks_hmult_logn16_L6","127.0.0.1","tensor_prod_2x2_rns_poly(const unsigned long *, const unsigned long *, const DModulus *, unsigned long *, unsigned int, unsigned int)","1","13","(128, 1, 1)","(2048, 1, 1)","0","8.9","Command line profiler metrics","smsp__warp_issue_stalled_selected_per_warp_active.pct","%","2.23"
"0","46946","ckks_hmult_logn16_L6","127.0.0.1","tensor_prod_2x2_rns_poly(const unsigned long *, const unsigned long *, const DModulus *, unsigned long *, unsigned int, unsigned int)","1","13","(128, 1, 1)","(2048, 1, 1)","0","8.9","Command line profiler metrics","smsp__warp_issue_stalled_short_scoreboard_per_warp_active.pct","%","2.53"
"0","46946","ckks_hmult_logn16_L6","127.0.0.1","tensor_prod_2x2_rns_poly(const unsigned long *, const unsigned long *, const DModulus *, unsigned long *, unsigned int, unsigned int)","1","13","(128, 1, 1)","(2048, 1, 1)","0","8.9","Command line profiler metrics","smsp__warp_issue_stalled_sleeping_per_warp_active.pct","%","0"
"0","46946","ckks_hmult_logn16_L6","127.0.0.1","tensor_prod_2x2_rns_poly(const unsigned long *, const unsigned long *, const DModulus *, unsigned long *, unsigned int, unsigned int)","1","13","(128, 1, 1)","(2048, 1, 1)","0","8.9","Command line profiler metrics","smsp__warp_issue_stalled_tex_throttle_per_warp_active.pct","%","0"
